ID	freemix	status	freelk1	freelk0	chipmix
1212250	0.000358	PASS	-75039	-86067.4	NA
1GJM	0.000875	PASS	-78067.6	-79604.8	NA
2023072001-1A	0.000075	PASS	-67531.3	-137591	NA
2023072002-1A	0.000095	PASS	-76752.7	-83905.8	NA
2023072003-1A	0.000076	PASS	-72529.5	-125195	NA
2613	0.000551	PASS	-73547.2	-80805	NA
2BT22060700001	0.000097	PASS	-117605	-122848	NA
2BT22060700002	0.000035	PASS	-94313	-178257	NA
2BT22060700003	0.000131	PASS	-106236	-130455	NA
2BT22060700004	0.000076	PASS	-77892.8	-124122	NA
2BT22060700005	0.000156	PASS	-96055.9	-99319.9	NA
2BT22060700006	0.000059	PASS	-110230	-162937	NA
2BT22060700007	0.001214	PASS	-104433	-105082	NA
2BT22060700008	0.001189	PASS	-145915	-146721	NA
2BT22060700009	0.001452	PASS	-135764	-136430	NA
2BT22060700010	0.001007	PASS	-120808	-125730	NA
2BT22060700011	0.001389	PASS	-112755	-113852	NA
2BT22060700012	0.001750	PASS	-98544.5	-99391.6	NA
2BT22060700013	0.001356	PASS	-93737.3	-94611.4	NA
2BT22060700014	0.000874	PASS	-137309	-137888	NA
2BT22060700015	0.001010	PASS	-124859	-125265	NA
2BT22060700016	0.001218	PASS	-155170	-156897	NA
2BT22060700017	0.001059	PASS	-127274	-127939	NA
2BT22060700018	0.001469	PASS	-105501	-105779	NA
2BT22060700019	0.001592	PASS	-93353.5	-94882.3	NA
2BT22060700020	0.002182	PASS	-94349.9	-94990.7	NA
2BT22060700021	0.001033	PASS	-108993	-110914	NA
2BT22060700022	0.000768	PASS	-100180	-100756	NA
2BT22060700023	0.001192	PASS	-136074	-136626	NA
2BT22060700024	0.000864	PASS	-152077	-154301	NA
2BT22060700025	0.001457	PASS	-148532	-149300	NA
2BT22060700026	0.000891	PASS	-127964	-128608	NA
2BT22060700027	0.001057	PASS	-125202	-126241	NA
2BT22060700028	0.001149	PASS	-114099	-115956	NA
2BT22060700029	0.001050	PASS	-131325	-132112	NA
2BT22060700030	0.001456	PASS	-118934	-120209	NA
2ZDM	0.000622	PASS	-70071.4	-78139.6	NA
3hFib	0.000570	PASS	-80117.9	-92715.9	NA
3LJW	0.001188	PASS	-73065.5	-74014.1	NA
42LDH	0.000357	PASS	-80496.1	-183463	NA
43CJQ	0.000776	PASS	-70548.9	-72348.3	NA
45LRH	0.000797	PASS	-72088.6	-76450.4	NA
4WQ	0.000431	PASS	-77716.3	-171559	NA
56PSL	0.001416	PASS	-73560.5	-74313.9	NA
5C3	0.000722	PASS	-86708.6	-87166	NA
5CJ	0.001050	PASS	-67707.2	-71043.7	NA
6ZLF	0.000803	PASS	-80922.4	-82036.4	NA
76YXN	0.000431	PASS	-71970.2	-110144	NA
77HZH	0.000610	PASS	-105391	-115075	NA
7JZW	0.000383	PASS	-74417	-117217	NA
82WXQ	0.001096	PASS	-71298.1	-72225.5	NA
96WYQ	0.001472	PASS	-72149.2	-73109.1	NA
97LYX	0.001216	PASS	-69939.7	-70920.6	NA
99LJF	0.001013	PASS	-71012.1	-71949.9	NA
A140019A	0.000047	PASS	-113268	-188256	NA
A140135	0.000000	PASS	-88243.7	-175035	NA
A140136	0.000144	PASS	-74111.1	-136743	NA
A140227A	0.000264	PASS	-98882.1	-103483	NA
A140228A	0.000122	PASS	-95133	-117246	NA
A140417	0.000118	PASS	-89633.7	-177493	NA
A140418	0.000346	PASS	-85097.4	-86813.3	NA
A150001A	0.001409	PASS	-106582	-107206	NA
A160212	0.000630	PASS	-77340.9	-80201.6	NA
A160221	0.001337	PASS	-76099.2	-78104.5	NA
A160251	0.000547	PASS	-72890.3	-75525.5	NA
A160252	0.000340	PASS	-71985.3	-101666	NA
A160442A	0.000325	PASS	-74160.5	-80543.6	NA
A160485	0.000468	PASS	-74696.9	-84479.1	NA
A160647B	0.000580	PASS	-69006.2	-70292.3	NA
A160681A	0.002437	PASS	-77571.9	-80592.3	NA
A160688B	0.006780	PASS	-100523	-101584	NA
A160781	0.000917	PASS	-70858.5	-74031.4	NA
A180282	0.000216	PASS	-95498.5	-108673	NA
A180285	0.000260	PASS	-97469.8	-116188	NA
A180287	0.000221	PASS	-90322.5	-133595	NA
A190117A	0.003635	PASS	-126346	-126976	NA
A190118A	0.000250	PASS	-109431	-116451	NA
A190119A	0.000315	PASS	-127679	-128172	NA
A200126	0.000948	PASS	-88906.4	-89406.6	NA
A200137	0.000014	PASS	-90045.2	-167706	NA
A200256	0.000092	PASS	-92587.4	-103616	NA
A200301	0.000040	PASS	-91845.7	-151951	NA
A200369	0.000231	PASS	-90219.8	-101933	NA
A200407	0.000160	PASS	-96807.7	-130592	NA
A200446	0.000120	PASS	-92540.5	-126026	NA
A200484	0.000261	PASS	-91584.6	-111356	NA
A200497	0.000121	PASS	-91799.4	-157226	NA
A200501	0.000426	PASS	-92058.8	-92258.1	NA
A200579	0.000107	PASS	-88770.8	-149142	NA
A200608	0.000265	PASS	-90949.9	-94896.9	NA
A200660	0.000281	PASS	-91661	-106232	NA
A200668	0.000142	PASS	-92600.4	-157368	NA
A210032	0.000121	PASS	-94381.3	-152959	NA
A210091	0.000219	PASS	-95297.9	-99183.7	NA
A210110	0.000112	PASS	-89620.2	-159408	NA
A210150	0.000052	PASS	-90582.8	-137474	NA
A210466	0.000098	PASS	-92009.3	-103764	NA
A210540	0.000117	PASS	-93076.1	-106759	NA
A210585	0.000117	PASS	-92158.2	-149249	NA
A220029	0.000171	PASS	-91046.8	-112840	NA
A220039	0.000191	PASS	-101963	-108300	NA
A220075	0.000114	PASS	-91518.7	-156045	NA
A220153	0.000156	PASS	-89560	-142174	NA
A220248	0.000144	PASS	-92058	-160912	NA
A220333	0.000180	PASS	-91340.9	-94600.3	NA
A230016	0.000286	PASS	-90057.6	-92222.6	NA
A230058	0.000206	PASS	-92215.2	-118345	NA
A230109	0.000246	PASS	-88154.5	-95256.7	NA
A230151	0.000432	PASS	-90425.5	-101440	NA
A230238	0.000232	PASS	-90942.2	-93768.1	NA
ADD3hetero5_001	0.000114	PASS	-108100	-141262	NA
ADD3hetero6_001	0.000222	PASS	-80438.2	-121845	NA
ADD3homo7_001	0.000742	PASS	-79699.3	-86990.9	NA
BA106A	0.000081	PASS	-105025	-125672	NA
BA116A	0.000104	PASS	-98502.2	-126652	NA
BA116B	0.002012	PASS	-102245	-102707	NA
BA116C	0.001445	PASS	-101182	-101630	NA
BA119A	0.000033	PASS	-67181.5	-127600	NA
BA119B	0.000049	PASS	-68918.7	-98031.2	NA
BA119C	0.000000	PASS	-68857.9	-68857.9	NA
BA127A	0.000267	PASS	-105124	-112840	NA
BA13A	0.000000	PASS	-65101.1	-137521	NA
BA13B	0.000000	PASS	-62612.5	-62612.5	NA
BA13C	0.000000	PASS	-63418.1	-134894	NA
BA141A	0.003190	PASS	-111621	-112491	NA
BA141B	0.001345	PASS	-105540	-105882	NA
BA141C	0.001257	PASS	-87406.3	-88337.6	NA
BA176A	0.000504	PASS	-104423	-104635	NA
BA18A	0.000025	PASS	-55921.8	-131821	NA
BA18B	0.000043	PASS	-67879.6	-125441	NA
BA18C	0.000035	PASS	-56830.3	-151697	NA
BA297A	0.001635	PASS	-102657	-103798	NA
BA297B	0.001313	PASS	-111386	-111702	NA
BA297C	0.001307	PASS	-103417	-104141	NA
BA298A	0.000011	PASS	-85273.9	-119171	NA
BA298B	0.000000	PASS	-76888	-172466	NA
BA298C	0.000000	PASS	-79125.5	-79125.5	NA
BA304A	0.000000	PASS	-69614.3	-69614.3	NA
BA304B	0.000080	PASS	-69661.7	-126906	NA
BA304C	0.000024	PASS	-68363.7	-114052	NA
BA3A	0.000387	PASS	-91006.1	-95383.6	NA
BA428A	0.000110	PASS	-62885.6	-105124	NA
BA428B	0.000022	PASS	-67407.8	-146828	NA
BA428C	0.000049	PASS	-63246.5	-123457	NA
BA436A	0.000040	PASS	-64309.2	-138908	NA
BA436B	0.000056	PASS	-65418.3	-134619	NA
BA436C	0.000051	PASS	-60650.2	-118290	NA
BA45A	0.000000	PASS	-62191	-105549	NA
BA45B	0.000000	PASS	-75760.7	-75760.7	NA
BA45C	0.000069	PASS	-61727.1	-84277	NA
BA52A	0.000065	PASS	-58092.1	-75728.1	NA
BA52B	0.000059	PASS	-63046	-86785.7	NA
BA52C	0.000077	PASS	-55041.3	-80109.6	NA
BA593A	0.000386	PASS	-101321	-104631	NA
BA593B	0.000842	PASS	-88668.5	-90085.1	NA
BA593C	0.002284	PASS	-111071	-111685	NA
BA597A	0.000058	PASS	-56655.8	-103066	NA
BA597B	0.000032	PASS	-69504.3	-120456	NA
BA597C	0.000000	PASS	-69422.3	-69422.3	NA
BA59A	0.000017	PASS	-81370.6	-96545.7	NA
BA59B	0.000000	PASS	-79265	-136975	NA
BA59C	0.000000	PASS	-66206.1	-119225	NA
BA60A	0.000000	PASS	-60025.5	-96067.7	NA
BA60B	0.000045	PASS	-57016.4	-86020.7	NA
BA60C	0.000173	PASS	-63440.7	-81399	NA
BA612A	0.000024	PASS	-72720.6	-128420	NA
BA612B	0.000000	PASS	-73290.5	-146898	NA
BA612C	0.000035	PASS	-74520.8	-144321	NA
BA615A	0.000000	PASS	-67928.3	-152825	NA
BA615B	0.000000	PASS	-66612.5	-117741	NA
BA615C	0.000021	PASS	-72896.2	-134715	NA
BA616A	0.000022	PASS	-64593.2	-130324	NA
BA616B	0.000042	PASS	-61815.8	-114244	NA
BA616C	0.000000	PASS	-76414.4	-158600	NA
BA618A	0.000000	PASS	-85567.6	-176012	NA
BA618B	0.000019	PASS	-86067.2	-105104	NA
BA618C	0.000011	PASS	-74664.7	-154622	NA
BA619A	0.000000	PASS	-73280.3	-73280.3	NA
BA619B	0.000000	PASS	-67829.9	-167235	NA
BA619C	0.000000	PASS	-65611.4	-65611.4	NA
BA620A	0.000000	PASS	-69515.9	-69515.9	NA
BA620B	0.000018	PASS	-85002.7	-137197	NA
BA620C	0.000017	PASS	-69630.6	-137003	NA
BA640A	0.000181	PASS	-77155.5	-98075.5	NA
BA640B	0.003160	PASS	-109584	-110124	NA
BA640C	0.000418	PASS	-79519.9	-81482.6	NA
BA644A	0.002272	PASS	-86892.2	-87411.2	NA
BA644B	0.000128	PASS	-98887.6	-131156	NA
BA644C	0.000250	PASS	-79139.4	-88053.8	NA
BA652A	0.000000	PASS	-68537.7	-68537.7	NA
BA652B	0.000000	PASS	-66232.4	-66232.4	NA
BA652C	0.000000	PASS	-62178.6	-132179	NA
BA653A	0.000000	PASS	-76748.6	-76748.6	NA
BA653B	0.000000	PASS	-69179.7	-153247	NA
BA653C	0.000000	PASS	-83836.7	-141854	NA
BA654A	0.000000	PASS	-80860.4	-80860.4	NA
BA654B	0.000000	PASS	-78457.2	-78457.2	NA
BA654C	0.000000	PASS	-71144.4	-148918	NA
BA657A	0.000047	PASS	-56229.2	-115363	NA
BA657B	0.000034	PASS	-61570.2	-72946.7	NA
BA657C	0.000071	PASS	-65151.8	-129076	NA
BA658A	0.000022	PASS	-91966.1	-102324	NA
BA658B	0.000000	PASS	-81200.2	-81200.2	NA
BA658C	0.000019	PASS	-82863.4	-133679	NA
BA659A	0.000022	PASS	-78699.1	-96966.7	NA
BA659B	0.000000	PASS	-78859.9	-138566	NA
BA659C	0.000000	PASS	-83935.3	-83935.3	NA
BA660A	0.000019	PASS	-76597.4	-123750	NA
BA660B	0.000000	PASS	-71093.7	-71093.7	NA
BA660C	0.000000	PASS	-82635.4	-177747	NA
BA662A	0.000000	PASS	-73771.5	-128868	NA
BA662B	0.000000	PASS	-76796.3	-146459	NA
BA662C	0.000000	PASS	-76418.6	-176328	NA
BA663A	0.000016	PASS	-85421.3	-91373.1	NA
BA663B	0.000000	PASS	-76220.2	-76220.2	NA
BA663C	0.000000	PASS	-73071.4	-149334	NA
BA666A	0.000012	PASS	-78213.2	-133174	NA
BA666B	0.000000	PASS	-68652.8	-151605	NA
BA666C	0.000020	PASS	-88164.6	-128891	NA
BA667A	0.000000	PASS	-72467.8	-121878	NA
BA667B	0.000000	PASS	-75795.1	-89480.9	NA
BA667C	0.000000	PASS	-79589.8	-79589.8	NA
BA668A	0.000025	PASS	-83755.5	-101498	NA
BA668B	0.000015	PASS	-81315.1	-108509	NA
BA668C	0.000000	PASS	-90138.5	-145240	NA
BA669A	0.000025	PASS	-83857.5	-98816.3	NA
BA669B	0.000018	PASS	-82861	-131384	NA
BA669C	0.000000	PASS	-82944.7	-128991	NA
BA671A	0.000000	PASS	-78299.5	-131011	NA
BA671B	0.000000	PASS	-89198.9	-154594	NA
BA671C	0.000016	PASS	-83757.7	-142620	NA
BA673A	0.000000	PASS	-77250.3	-168283	NA
BA673B	0.000000	PASS	-84329.3	-119191	NA
BA673C	0.000000	PASS	-74930.4	-74930.4	NA
BA674A	0.001435	PASS	-112216	-112622	NA
BA674B	0.002364	PASS	-89179.7	-90479.1	NA
BA674C	0.000245	PASS	-88291.3	-94225.1	NA
BA675A	0.000000	PASS	-58721	-96590.4	NA
BA675B	0.000000	PASS	-61555.5	-152659	NA
BA675C	0.004750	PASS	-64092.7	-64700.1	NA
BA676A	0.000069	PASS	-76429.9	-114430	NA
BA676B	0.000035	PASS	-68914.3	-153349	NA
BA676C	0.000000	PASS	-65111.5	-116681	NA
BA677A	0.000000	PASS	-60750	-133849	NA
BA677B	0.000060	PASS	-65417.3	-114699	NA
BA677C	0.000020	PASS	-66835.8	-132915	NA
BA678A	0.000051	PASS	-61778.8	-87729.1	NA
BA678B	0.000134	PASS	-63010.5	-82697.8	NA
BA678C	0.000035	PASS	-62508.3	-90870.6	NA
BA679A	0.000058	PASS	-75264	-133656	NA
BA679B	0.000032	PASS	-65238.4	-134750	NA
BA679C	0.000029	PASS	-82984.1	-130733	NA
BA680A	0.000024	PASS	-64614.5	-121965	NA
BA680B	0.000087	PASS	-67745.8	-126520	NA
BA680C	0.000000	PASS	-64778.2	-117775	NA
BA681A	0.000000	PASS	-60590.8	-140550	NA
BA681B	0.000029	PASS	-67623.7	-78166.9	NA
BA681C	0.000000	PASS	-63458.8	-140683	NA
BA684A	0.000015	PASS	-62104.2	-132514	NA
BA684B	0.000000	PASS	-62084.1	-122791	NA
BA684C	0.000000	PASS	-66671.8	-66671.8	NA
BA685A	0.002204	PASS	-104292	-104724	NA
BA685B	0.001951	PASS	-85419.2	-85934.5	NA
BA685C	0.001681	PASS	-94239.7	-94914.6	NA
BA687A	0.000049	PASS	-75142.1	-93055.6	NA
BA687B	0.000024	PASS	-58956.3	-118108	NA
BA687C	0.000072	PASS	-67749.8	-114901	NA
BA691A	0.000044	PASS	-74461.1	-151022	NA
BA691B	0.000061	PASS	-65512.4	-122498	NA
BA691C	0.000049	PASS	-65825.6	-83097.3	NA
BA692A	0.000058	PASS	-60123.3	-106127	NA
BA692B	0.000000	PASS	-64706.3	-141889	NA
BA692C	0.000082	PASS	-72923.2	-94974.2	NA
BA694A	0.000059	PASS	-68689.5	-134479	NA
BA694B	0.000028	PASS	-63237.1	-117010	NA
BA694C	0.000045	PASS	-59542.1	-89769.3	NA
BA696A	0.000017	PASS	-61914.7	-139096	NA
BA696B	0.000028	PASS	-60278.7	-155285	NA
BA696C	0.000108	PASS	-60812.2	-62631.2	NA
BA697A	0.000022	PASS	-60840.9	-130116	NA
BA697B	0.000000	PASS	-57143.7	-129063	NA
BA697C	0.000029	PASS	-63726.1	-120622	NA
BA700A	0.000026	PASS	-74983.1	-135467	NA
BA700B	0.000000	PASS	-73154.2	-73154.2	NA
BA700C	0.000048	PASS	-66327.5	-119532	NA
BA701A	0.001509	PASS	-124224	-124826	NA
BA701B	0.000535	PASS	-107037	-108072	NA
BA701C	0.001404	PASS	-101320	-101548	NA
BA704A	0.000036	PASS	-71919.5	-142192	NA
BA704B	0.000000	PASS	-69719.5	-139763	NA
BA704C	0.000000	PASS	-72281.7	-121208	NA
BA705A	0.001228	PASS	-95209.9	-95712.1	NA
BA705B	0.002026	PASS	-103533	-104042	NA
BA705C	0.001645	PASS	-119769	-120425	NA
BA706A	0.000075	PASS	-71104.2	-99688.3	NA
BA706B	0.000024	PASS	-78196.3	-94465.3	NA
BA706C	0.000056	PASS	-67425.4	-89080.5	NA
BA707A	0.000000	PASS	-80831.7	-131481	NA
BA707B	0.000018	PASS	-69544.2	-154046	NA
BA707C	0.000000	PASS	-77664.9	-85153.7	NA
BA709A	0.000048	PASS	-72231.8	-119836	NA
BA709B	0.000095	PASS	-64651.3	-76373.5	NA
BA709C	0.000034	PASS	-65725	-135644	NA
BA711A	0.001292	PASS	-111156	-112903	NA
BA711B	0.000331	PASS	-99856.6	-100358	NA
BA711C	0.001504	PASS	-112898	-113464	NA
BA712A	0.000034	PASS	-91954.4	-173815	NA
BA712B	0.001463	PASS	-91249.6	-91643	NA
BA712C	0.000338	PASS	-99479.6	-100685	NA
BA714A	0.001488	PASS	-105754	-106170	NA
BA714B	0.001758	PASS	-105393	-105918	NA
BA714C	0.001321	PASS	-88962.2	-90896.6	NA
BA717A	0.001266	PASS	-110651	-110922	NA
BA717B	0.001292	PASS	-102429	-103291	NA
BA717C	0.001104	PASS	-115543	-116059	NA
BA718A	0.002242	PASS	-88480.3	-89509.8	NA
BA718B	0.001304	PASS	-113358	-113705	NA
BA718C	0.000243	PASS	-83752.4	-93127.9	NA
BA719A	0.000279	PASS	-83856.1	-129294	NA
BA719B	0.000798	PASS	-114103	-117488	NA
BA719C	0.001560	PASS	-83985.5	-84443.1	NA
BA721A	0.000259	PASS	-86064.8	-151020	NA
BA721B	0.000227	PASS	-115824	-119803	NA
BA721C	0.000173	PASS	-101774	-111449	NA
BA77A	0.000000	PASS	-70367.2	-70367.2	NA
BA77B	0.000011	PASS	-80184.9	-145473	NA
BA77C	0.000000	PASS	-70514	-70514	NA
BASC1C	0.000000	PASS	-81451.6	-186514	NA
B-FS25063001	0.000113	PASS	-66509.7	-117893	NA
B-FS25071001	0.000111	PASS	-73249.6	-169745	NA
B-FS25071402	0.000073	PASS	-75198.2	-159428	NA
B-FS25072101	0.000132	PASS	-72816	-95255.5	NA
B-FS25072303	0.000059	PASS	-71728.8	-135061	NA
B-FS25072501	0.000249	PASS	-74229.9	-90674.2	NA
B-FS25072801	0.000105	PASS	-81542.7	-129221	NA
B-FS25072901	0.000081	PASS	-70155.4	-147182	NA
B-FS25073001	0.000142	PASS	-73863	-132298	NA
B-FS25080401	0.000050	PASS	-64118.7	-109194	NA
C150C	0.000127	PASS	-79065.4	-106101	NA
C153C	0.000171	PASS	-75456.9	-139660	NA
C15C	0.000089	PASS	-85679	-175308	NA
C15	0.000471	PASS	-89132.5	-92385.1	NA
C20C	0.000462	PASS	-87688.4	-88552.4	NA
C21C	0.000803	PASS	-80116.2	-81358.6	NA
C227C	0.000080	PASS	-93805.1	-171993	NA
C25C	0.000159	PASS	-85211.8	-134438	NA
C26C	0.000146	PASS	-81754.9	-158972	NA
C272C	0.000160	PASS	-78593.7	-154632	NA
C275C	0.000104	PASS	-76815.6	-128819	NA
C276C	0.000201	PASS	-83017.6	-107081	NA
C277C	0.000115	PASS	-79649	-113923	NA
C278C	0.000473	PASS	-74559.5	-75794.8	NA
C281C	0.000066	PASS	-66116.8	-164580	NA
C29C	0.000496	PASS	-85508.8	-88014.4	NA
C312C	0.000153	PASS	-72236	-96378.6	NA
C313C	0.000079	PASS	-75692.7	-158651	NA
C316C	0.036263	FAIL	-83858.6	-90179.1	NA
C31C	0.001982	PASS	-87427	-88040.5	NA
C322C	0.000417	PASS	-71639.6	-73880.9	NA
C330C	0.000068	PASS	-79314.2	-146775	NA
C335C	0.000090	PASS	-75076	-102478	NA
C337C	0.000094	PASS	-73943.9	-108318	NA
C338C	0.000025	PASS	-75568.6	-147149	NA
C340C	0.000607	PASS	-70441.6	-70903.2	NA
C36C	0.000158	PASS	-84822.2	-132709	NA
C38C	0.000465	PASS	-83964.1	-85762.3	NA
C39C	0.000124	PASS	-81775.1	-177226	NA
C41C	0.000163	PASS	-85835.4	-98064.1	NA
C421C	0.000184	PASS	-76264.6	-79760.1	NA
C42C	0.000452	PASS	-81071.5	-82371.3	NA
C45C	0.000178	PASS	-85766.8	-120991	NA
C463C	0.000401	PASS	-75952.1	-79236.6	NA
C468C	0.000414	PASS	-74136.5	-77783	NA
C46C	0.000403	PASS	-79220.7	-85523.2	NA
C488C	0.000348	PASS	-75320	-76958.1	NA
C491C	0.000120	PASS	-74307.6	-112378	NA
C492C	0.000383	PASS	-74827.9	-79795.7	NA
C493C	0.005472	PASS	-67171.9	-67852.4	NA
C494C	0.001411	PASS	-74612.1	-75790.2	NA
C496C	0.000231	PASS	-92935.5	-115403	NA
C499C	0.000196	PASS	-79692.1	-102561	NA
C49C	0.000413	PASS	-75114.8	-76361.3	NA
C500C	0.000106	PASS	-74929.1	-147556	NA
C502C	0.000192	PASS	-85046.3	-86405.7	NA
C507C	0.000134	PASS	-76478.3	-84883.4	NA
C509C	0.000060	PASS	-90783.5	-157705	NA
C50C	0.000244	PASS	-79321.2	-84576.1	NA
C512C	0.000103	PASS	-81569.5	-173609	NA
C513C	0.000069	PASS	-81883.6	-117453	NA
C514C	0.000082	PASS	-76332.8	-156979	NA
C515C	0.000171	PASS	-46794.3	-138952	NA
C517C	0.000090	PASS	-82761.7	-172521	NA
C521C	0.000186	PASS	-71480.4	-145439	NA
C524C	0.000276	PASS	-73639.8	-75791.2	NA
C527C	0.000035	PASS	-86211.5	-173328	NA
C531C	0.000086	PASS	-87031.1	-169211	NA
C533C	0.000132	PASS	-86761.9	-147729	NA
C535C	0.000113	PASS	-78910.4	-185052	NA
C53C	0.000314	PASS	-81539.8	-92163.1	NA
C542C	0.016311	PASS	-90041.7	-93290.4	NA
C568C	0.000662	PASS	-71296.6	-75323.3	NA
C569C	0.000431	PASS	-70400.5	-71060.7	NA
C570C	0.000084	PASS	-70833.4	-96267.1	NA
C571C	0.000143	PASS	-80070.4	-147405	NA
C572C	0.000204	PASS	-78205.4	-78884.4	NA
C573C	0.000282	PASS	-77198.6	-80533.3	NA
C574C	0.000206	PASS	-74701.3	-95082.9	NA
C575C	0.000063	PASS	-76090.3	-110810	NA
C576C	0.000366	PASS	-70144.1	-71482	NA
