ID,优先纳入,FREEMIX,status,log10_FREEMIX
1210651,FIRST,0.000239578,PASS,-3.6205530649023983
1211776,FIRST,0.000380426,PASS,-3.4197298091093353
1211839,FIRST,0.00028116,PASS,-3.5510464653554124
1211997,FIRST,0.000425247,PASS,-3.3713587415320694
1212230,FIRST,0.000800535,PASS,-3.096619675644023
1212250,FIRST,0.000357874,PASS,-3.4462698525088395
1GJM,FIRST,0.00087508,PASS,-3.05795224186869
2023072001-1A,FIRST,7.46e-05,PASS,-4.127261172527331
2023072002-1A,FIRST,9.51e-05,PASS,-4.021819483062586
2023072003-1A,FIRST,7.62e-05,PASS,-4.1180450286604
2613,FIRST,0.000550893,PASS,-3.2589327460160193
2BT22060700001,FIRST,9.71e-05,PASS,-4.012780770091995
2BT22060700002,FIRST,3.53e-05,PASS,-4.452225294612178
2BT22060700003,FIRST,0.00013111,PASS,-3.8823641826105058
2BT22060700004,FIRST,7.65e-05,PASS,-4.116338564846382
2BT22060700005,FIRST,0.000155914,PASS,-3.807114886416277
2BT22060700006,FIRST,5.89e-05,PASS,-4.229884705212898
2BT22060700007,FIRST,0.00121358,PASS,-2.915931589407557
2BT22060700008,FIRST,0.00118897,PASS,-2.924829103328177
2BT22060700009,FIRST,0.00145202,PASS,-2.838027401659466
2BT22060700010,FIRST,0.0010067,PASS,-2.997099931388613
2BT22060700011,FIRST,0.00138887,PASS,-2.8573384028763864
2BT22060700012,FIRST,0.00175048,PASS,-2.7568428468751027
2BT22060700013,FIRST,0.00135647,PASS,-2.8675898067520205
2BT22060700014,FIRST,0.000873896,PASS,-3.0585402485024282
2BT22060700015,FIRST,0.00100996,PASS,-2.9956958263394178
2BT22060700016,FIRST,0.00121838,PASS,-2.9142172386616134
2BT22060700017,FIRST,0.00105883,PASS,-2.9751737622612433
2BT22060700018,FIRST,0.00146887,PASS,-2.833016639050417
2BT22060700019,FIRST,0.00159235,PASS,-2.7979614677778506
2BT22060700020,FIRST,0.00218201,PASS,-2.661143263401725
2BT22060700021,FIRST,0.0010331,PASS,-2.9858576384549944
2BT22060700022,FIRST,0.00076765,PASS,-3.1148367457436295
2BT22060700023,FIRST,0.00119237,PASS,-2.9235889593404787
2BT22060700024,FIRST,0.00086357,PASS,-3.063702453253928
2BT22060700025,FIRST,0.00145653,PASS,-2.8366805658249996
2BT22060700026,FIRST,0.000890599,PASS,-3.05031779684765
2BT22060700027,FIRST,0.00105746,PASS,-2.9757360514780538
2BT22060700028,FIRST,0.00114912,PASS,-2.939634616554021
2BT22060700029,FIRST,0.00104989,PASS,-2.9788562008305837
2BT22060700030,FIRST,0.00145634,PASS,-2.8367372219419416
2ZDM,FIRST,0.00062154,PASS,-3.2065309165472398
3hFib,FIRST,0.000569953,PASS,-3.2441609560507305
3LJW,FIRST,0.00118783,PASS,-2.92524571031853
42LDH,FIRST,0.00035722,PASS,-3.447064233863891
43CJQ,FIRST,0.000775846,PASS,-3.11022447460201
45LRH,FIRST,0.00079661,PASS,-3.0987542461095177
4WQ,FIRST,0.000431315,PASS,-3.365205437972875
56PSL,FIRST,0.00141647,PASS,-2.8487926191473756
5C3,FIRST,0.000721608,PASS,-3.1416986606981046
5CJ,FIRST,0.00104953,PASS,-2.9790051429336573
6ZLF,FIRST,0.000803062,PASS,-3.0952509239387074
76YXN,FIRST,0.000431279,PASS,-3.3652416881702045
77HZH,FIRST,0.00061017,PASS,-3.2145491489629396
7JZW,FIRST,0.000383359,PASS,-3.4163943364915976
82WXQ,FIRST,0.00109551,PASS,-2.9603836537719226
96WYQ,FIRST,0.00147235,PASS,-2.8319889393188236
97LYX,FIRST,0.00121573,PASS,-2.915162866288745
99LJF,FIRST,0.00101327,PASS,-2.9942748153642946
A140019A,FIRST,4.72e-05,PASS,-4.3260580013659125
A140135,FIRST,3.87e-08,PASS,-7.412289034981089
A140136,FIRST,0.00014415,PASS,-3.8411853532757734
A140227A,FIRST,0.000264304,PASS,-3.577896264167638
A140228A,FIRST,0.000122237,PASS,-3.9127973173043276
A140417,FIRST,0.000117684,PASS,-3.929282578652344
A140418,FIRST,0.000345861,PASS,-3.461098407166648
A150001A,FIRST,0.00140868,PASS,-2.8511876513320327
A160212,FIRST,0.00063003,PASS,-3.2006387703491854
A160221,FIRST,0.00133714,PASS,-2.873823119256805
A160251,FIRST,0.000547127,PASS,-3.261911852830506
A160252,FIRST,0.000339991,PASS,-3.4685325791403043
A160442A,FIRST,0.000325189,PASS,-3.487864153484177
A160485,FIRST,0.000468172,PASS,-3.329594563747298
A160647B,FIRST,0.000579928,PASS,-3.236625922202071
A160681A,FIRST,0.00243678,PASS,-2.6131836784882045
A160688B,FIRST,0.00678028,PASS,-2.168752371037946
A160781,FIRST,0.000916623,PASS,-3.037809249592036
A180282,FIRST,0.000215523,PASS,-3.666506376361356
A180285,FIRST,0.000260479,PASS,-3.58422728407942
A180287,FIRST,0.000221126,PASS,-3.6553601900641315
A190117A,FIRST,0.00363453,PASS,-2.4395517420549386
A190118A,FIRST,0.000249703,PASS,-3.6025762398848595
A190119A,FIRST,0.000315272,PASS,-3.5013145981879226
A200126,FIRST,0.000947501,PASS,-3.0234203230018397
A200137,FIRST,1.43e-05,PASS,-4.844663962534939
A200256,FIRST,9.22e-05,PASS,-4.035269078946371
A200301,FIRST,3.97e-05,PASS,-4.401209493236885
A200369,FIRST,0.000231027,PASS,-3.636337261381527
A200407,FIRST,0.000160274,PASS,-3.7951369241359276
A200446,FIRST,0.000120036,PASS,-3.920688485147148
A200484,FIRST,0.000260649,PASS,-3.5839439369380557
A200497,FIRST,0.000121219,PASS,-3.9164293030373867
A200501,FIRST,0.00042589,PASS,-3.370702557145799
A200579,FIRST,0.00010693,PASS,-3.9709004331764572
A200608,FIRST,0.000264893,PASS,-3.576929518114777
A200660,FIRST,0.000280515,PASS,-3.5520439107249233
A200668,FIRST,0.000142313,PASS,-3.84675542619548
A210032,FIRST,0.000120712,PASS,-3.918249554469887
A210091,FIRST,0.000219221,PASS,-3.6591178455011826
A210110,FIRST,0.000111505,PASS,-3.952705657963594
A210150,FIRST,5.23e-05,PASS,-4.281498311132726
A210466,FIRST,9.77e-05,PASS,-4.0101054362812265
A210540,FIRST,0.000117214,PASS,-3.9310205132357754
A210585,FIRST,0.000116583,PASS,-3.933364773285898
A220029,FIRST,0.000170643,PASS,-3.7679115223500426
A220039,FIRST,0.000190732,PASS,-3.7195764372238536
A220075,FIRST,0.000113644,PASS,-3.944453488541543
A220153,FIRST,0.000155503,PASS,-3.8082612280462893
A220248,FIRST,0.000144022,PASS,-3.8415711624268325
A220333,FIRST,0.000180045,PASS,-3.744618934845659
A230016,FIRST,0.000285825,PASS,-3.543899787836133
A230058,FIRST,0.000206108,PASS,-3.6859051509261413
A230109,FIRST,0.00024636,PASS,-3.6084298045817835
A230151,FIRST,0.000432477,PASS,-3.3640369842423823
A230238,FIRST,0.000232099,PASS,-3.634326730700556
ADD3hetero5_001,FIRST,0.000114494,PASS,-3.941217271709833
ADD3hetero6_001,FIRST,0.000222393,PASS,-3.652878886645812
ADD3homo7_001,FIRST,0.000741853,PASS,-3.1296821427177064
BA106A,FIRST,8.14e-05,PASS,-4.089375595110798
BA116A,FIRST,0.000104424,PASS,-3.981199674995677
BA116B,FIRST,0.00201187,PASS,-2.696400085299349
BA116C,FIRST,0.00144548,PASS,-2.839987912951973
BA119A,FIRST,3.26e-05,PASS,-4.486782399932061
BA119B,FIRST,4.92e-05,PASS,-4.308034897232639
BA119C,FIRST,6.77e-09,PASS,-8.169411331314855
BA127A,FIRST,0.000266863,PASS,-3.57371163606539
BA13A,FIRST,4.55e-09,PASS,-8.341988603342887
BA13B,FIRST,4.12e-09,PASS,-8.385102783966865
BA13C,FIRST,1.54e-08,PASS,-7.812479279163537
BA141A,FIRST,0.00318964,PASS,-2.496258330998048
BA141B,FIRST,0.00134543,PASS,-2.871138892775411
BA141C,FIRST,0.00125696,PASS,-2.900678542565182
BA176A,FIRST,0.000503552,PASS,-3.2979556747688137
BA18A,FIRST,2.51e-05,PASS,-4.600326278518962
BA18B,FIRST,4.34e-05,PASS,-4.36251027048749
BA18C,FIRST,3.5e-05,PASS,-4.455931955649724
BA297A,FIRST,0.00163517,PASS,-2.7864370893499157
BA297B,FIRST,0.0013132,PASS,-2.8816691259426976
BA297C,FIRST,0.00130666,PASS,-2.8838374034930307
BA298A,FIRST,1.05e-05,PASS,-4.978810700930062
BA298B,FIRST,7.79e-10,PASS,-9.108462542327436
BA298C,FIRST,1.3e-08,PASS,-7.886056647693163
BA304A,FIRST,1.16e-08,PASS,-7.935542010773082
BA304B,FIRST,8.01e-05,PASS,-4.096367483915762
BA304C,FIRST,2.43e-05,PASS,-4.614393726401688
BA3A,FIRST,0.000387194,PASS,-3.4120713811856507
BA428A,FIRST,0.000110028,PASS,-3.9584967812227907
BA428B,FIRST,2.17e-05,PASS,-4.663540266151471
BA428C,FIRST,4.9e-05,PASS,-4.309803919971486
BA436A,FIRST,4.02e-05,PASS,-4.39577394691553
BA436B,FIRST,5.61e-05,PASS,-4.251037138743839
BA436C,FIRST,5.12e-05,PASS,-4.29073003902417
BA45A,FIRST,1.43e-08,PASS,-7.844663962534939
BA45B,FIRST,3.6e-09,PASS,-8.443697499232712
BA45C,FIRST,6.94e-05,PASS,-4.158640529545145
BA52A,FIRST,6.5e-05,PASS,-4.187086643357144
BA52B,FIRST,5.88e-05,PASS,-4.230622673923862
BA52C,FIRST,7.66e-05,PASS,-4.115771230367396
BA593A,FIRST,0.000386077,PASS,-3.4133260700947066
BA593B,FIRST,0.000842143,PASS,-3.0746141569114873
BA593C,FIRST,0.00228356,PASS,-2.641387572922064
BA597A,FIRST,5.78e-05,PASS,-4.2380721615794705
BA597B,FIRST,3.19e-05,PASS,-4.496209316942819
BA597C,FIRST,2.27e-08,PASS,-7.6439741428068775
BA59A,FIRST,1.72e-05,PASS,-4.764471553092451
BA59B,FIRST,3.73e-09,PASS,-8.428291168191313
BA59C,FIRST,2.04e-09,PASS,-8.6903698325741
BA60A,FIRST,9.49e-08,PASS,-7.022733787572707
BA60B,FIRST,4.52e-05,PASS,-4.3448615651886175
BA60C,FIRST,0.000173404,PASS,-3.7609408886482094
BA612A,FIRST,2.36e-05,PASS,-4.627087997029894
BA612B,FIRST,7.84e-10,PASS,-9.105683937315561
BA612C,FIRST,3.51e-05,PASS,-4.454692883534176
BA615A,FIRST,5.01e-10,PASS,-9.300162274132754
BA615B,FIRST,5.46e-09,PASS,-8.262807357295262
BA615C,FIRST,2.06e-05,PASS,-4.686132779630847
BA616A,FIRST,2.23e-05,PASS,-4.651695136951839
BA616B,FIRST,4.22e-05,PASS,-4.374687549038326
BA616C,FIRST,1.74e-09,PASS,-8.7594507517174
BA618A,FIRST,2.46e-12,PASS,-11.60906489289662
BA618B,FIRST,1.93e-05,PASS,-4.714442690992226
BA618C,FIRST,1.1e-05,PASS,-4.958607314841775
BA619A,FIRST,2.57e-08,PASS,-7.590066876668706
BA619B,FIRST,2.4e-10,PASS,-9.619788758288394
BA619C,FIRST,1.63e-08,PASS,-7.787812395596042
BA620A,FIRST,1.98e-08,PASS,-7.703334809738469
BA620B,FIRST,1.78e-05,PASS,-4.749579997691106
BA620C,FIRST,1.72e-05,PASS,-4.764471553092451
BA640A,FIRST,0.00018117,PASS,-3.7419137156720206
BA640B,FIRST,0.00316024,PASS,-2.500279934243074
BA640C,FIRST,0.000417572,PASS,-3.379268630343875
BA644A,FIRST,0.00227239,PASS,-2.643517130569913
BA644B,FIRST,0.000127932,PASS,-3.8930208106020756
BA644C,FIRST,0.000249808,PASS,-3.6023936576343325
BA652A,FIRST,2.87e-08,PASS,-7.542118103266008
BA652B,FIRST,6e-09,PASS,-8.221848749616356
BA652C,FIRST,2.26e-09,PASS,-8.645891560852599
BA653A,FIRST,2.6e-08,PASS,-7.585026652029182
BA653B,FIRST,2.74e-09,PASS,-8.562249437179611
BA653C,FIRST,1.46e-09,PASS,-8.835647144215564
BA654A,FIRST,3.49e-09,PASS,-8.45717457304082
BA654B,FIRST,1.28e-08,PASS,-7.892790030352131
BA654C,FIRST,2.07e-09,PASS,-8.684029654543082
BA657A,FIRST,4.69e-05,PASS,-4.328827157284917
BA657B,FIRST,3.39e-05,PASS,-4.4698003017969175
BA657C,FIRST,7.13e-05,PASS,-4.146910470148135
BA658A,FIRST,2.22e-05,PASS,-4.653647025549361
BA658B,FIRST,1.19e-08,PASS,-7.924453038607469
BA658C,FIRST,1.87e-05,PASS,-4.728158393463501
BA659A,FIRST,2.22e-05,PASS,-4.653647025549361
BA659B,FIRST,6.86e-10,PASS,-9.163675884293248
BA659C,FIRST,9.57e-09,PASS,-8.019088062223156
BA660A,FIRST,1.85e-05,PASS,-4.732828271596986
BA660B,FIRST,2.24e-08,PASS,-7.649751981665837
BA660C,FIRST,9.99e-10,PASS,-9.000434511774017
BA662A,FIRST,8.35e-10,PASS,-9.078313524516398
BA662B,FIRST,1.95e-09,PASS,-8.709965388637482
BA662C,FIRST,1.74e-09,PASS,-8.7594507517174
BA663A,FIRST,1.59e-05,PASS,-4.798602875679548
BA663B,FIRST,9.2e-09,PASS,-8.036212172654444
BA663C,FIRST,4.09e-09,PASS,-8.388276691992658
BA666A,FIRST,1.17e-05,PASS,-4.931814138253839
BA666B,FIRST,1.23e-09,PASS,-8.910094888560602
BA666C,FIRST,1.96e-05,PASS,-4.707743928643524
BA667A,FIRST,2.24e-09,PASS,-8.649751981665837
BA667B,FIRST,3.64e-08,PASS,-7.438898616350944
BA667C,FIRST,2.48e-08,PASS,-7.605548319173784
BA668A,FIRST,2.53e-05,PASS,-4.5968794788241825
BA668B,FIRST,1.48e-05,PASS,-4.8297382846050425
BA668C,FIRST,8.85e-10,PASS,-9.053056729302174
BA669A,FIRST,2.45e-05,PASS,-4.610833915635467
BA669B,FIRST,1.82e-05,PASS,-4.739928612014925
BA669C,FIRST,2.56e-09,PASS,-8.59176003468815
BA671A,FIRST,3.67e-09,PASS,-8.435333935747911
BA671B,FIRST,1.22e-11,PASS,-10.913640169325252
BA671C,FIRST,1.58e-05,PASS,-4.801342913045577
BA673A,FIRST,3.92e-10,PASS,-9.406713932979542
BA673B,FIRST,2.64e-09,PASS,-8.578396073130168
BA673C,FIRST,2.31e-08,PASS,-7.636388020107856
BA674A,FIRST,0.00143517,PASS,-2.8430966524567767
BA674B,FIRST,0.00236378,PASS,-2.626392946247685
BA674C,FIRST,0.000244653,PASS,-3.611449454437223
BA675A,FIRST,8.59e-08,PASS,-7.066006836168758
BA675B,FIRST,6.67e-09,PASS,-8.175874166083451
BA675C,FIRST,0.00475011,PASS,-2.3232963331456884
BA676A,FIRST,6.94e-05,PASS,-4.158640529545145
BA676B,FIRST,3.47e-05,PASS,-4.459670525209126
BA676C,FIRST,2.21e-09,PASS,-8.655607726314889
BA677A,FIRST,3.8e-08,PASS,-7.42021640338319
BA677B,FIRST,6.01e-05,PASS,-4.221125527997261
BA677C,FIRST,2.02e-05,PASS,-4.694648630553377
BA678A,FIRST,5.14e-05,PASS,-4.289036881004725
BA678B,FIRST,0.000133739,PASS,-3.873741928452595
BA678C,FIRST,3.51e-05,PASS,-4.454692883534176
BA679A,FIRST,5.84e-05,PASS,-4.2335871528876
BA679B,FIRST,3.25e-05,PASS,-4.488116639021126
BA679C,FIRST,2.91e-05,PASS,-4.536107011014093
BA680A,FIRST,2.38e-05,PASS,-4.623423042943488
BA680B,FIRST,8.71e-05,PASS,-4.059981844992337
BA680C,FIRST,1.61e-09,PASS,-8.79317412396815
BA681A,FIRST,1.83e-08,PASS,-7.73754891026957
BA681B,FIRST,2.88e-05,PASS,-4.540607512240769
BA681C,FIRST,3.97e-09,PASS,-8.401209493236886
BA684A,FIRST,1.46e-05,PASS,-4.835647144215563
BA684B,FIRST,7.96e-09,PASS,-8.099086932262331
BA684C,FIRST,1.68e-08,PASS,-7.774690718274137
BA685A,FIRST,0.002204,PASS,-2.6567884098202526
BA685B,FIRST,0.00195104,PASS,-2.709733826658174
BA685C,FIRST,0.0016807,PASS,-2.774509799928716
BA687A,FIRST,4.93e-05,PASS,-4.30715308072277
BA687B,FIRST,2.37e-05,PASS,-4.6252516539898965
BA687C,FIRST,7.19e-05,PASS,-4.1432711096171175
BA691A,FIRST,4.35e-05,PASS,-4.361510743045363
BA691B,FIRST,6.06e-05,PASS,-4.217527375833714
BA691C,FIRST,4.94e-05,PASS,-4.306273051076353
BA692A,FIRST,5.76e-05,PASS,-4.239577516576788
BA692B,FIRST,6.1e-09,PASS,-8.214670164989233
BA692C,FIRST,8.22e-05,PASS,-4.0851281824599495
BA694A,FIRST,5.87e-05,PASS,-4.231361898752385
BA694B,FIRST,2.84e-05,PASS,-4.546681659952962
BA694C,FIRST,4.53e-05,PASS,-4.343901797987168
BA696A,FIRST,1.68e-05,PASS,-4.774690718274138
BA696B,FIRST,2.8e-05,PASS,-4.552841968657781
BA696C,FIRST,0.000107796,PASS,-3.96739735427134
BA697A,FIRST,2.2e-05,PASS,-4.657577319177793
BA697B,FIRST,4.91e-08,PASS,-7.308918507877031
BA697C,FIRST,2.94e-05,PASS,-4.531652669587842
BA700A,FIRST,2.65e-05,PASS,-4.576754126063192
BA700B,FIRST,9.05e-09,PASS,-8.043351420794796
BA700C,FIRST,4.77e-05,PASS,-4.321481620959886
BA701A,FIRST,0.00150891,PASS,-2.821336663252256
BA701B,FIRST,0.000535188,PASS,-3.2714936328938373
BA701C,FIRST,0.00140383,PASS,-2.852685480904257
BA704A,FIRST,3.56e-05,PASS,-4.448550002027125
BA704B,FIRST,4.61e-08,PASS,-7.336299074610352
BA704C,FIRST,2.1e-08,PASS,-7.6777807052660805
BA705A,FIRST,0.00122805,PASS,-2.9107839505547597
BA705B,FIRST,0.0020261,PASS,-2.6933391234493698
BA705C,FIRST,0.00164455,PASS,-2.7839529179283677
BA706A,FIRST,7.49e-05,PASS,-4.125518182300533
BA706B,FIRST,2.38e-05,PASS,-4.623423042943488
BA706C,FIRST,5.63e-05,PASS,-4.249491605148654
BA707A,FIRST,2.67e-08,PASS,-7.573488738635425
BA707B,FIRST,1.85e-05,PASS,-4.732828271596986
BA707C,FIRST,2.16e-07,PASS,-6.665546248849069
BA709A,FIRST,4.81e-05,PASS,-4.317854923626168
BA709B,FIRST,9.5e-05,PASS,-4.022276394711152
BA709C,FIRST,3.41e-05,PASS,-4.467245621007502
BA711A,FIRST,0.00129168,PASS,-2.888845064860658
BA711B,FIRST,0.00033107,PASS,-3.4800801711801124
BA711C,FIRST,0.00150408,PASS,-2.822729063588423
BA712A,FIRST,3.35e-05,PASS,-4.474955192963154
BA712B,FIRST,0.00146339,PASS,-2.8346399170214025
BA712C,FIRST,0.000338294,PASS,-3.470705704813259
BA714A,FIRST,0.00148835,PASS,-2.827294928202261
BA714B,FIRST,0.00175767,PASS,-2.755062659769632
BA714C,FIRST,0.00132148,PASS,-2.8789394053323965
BA717A,FIRST,0.00126625,PASS,-2.8974805416316634
BA717B,FIRST,0.00129249,PASS,-2.888572808359064
BA717C,FIRST,0.00110356,PASS,-2.9572040494887055
BA718A,FIRST,0.00224242,PASS,-2.6492830417858975
BA718B,FIRST,0.00130421,PASS,-2.884652474172901
BA718C,FIRST,0.000243241,PASS,-3.6139632198063603
BA719A,FIRST,0.000278676,PASS,-3.5549004317760318
BA719B,FIRST,0.000797688,PASS,-3.0981669411980906
BA719C,FIRST,0.00155985,PASS,-2.806917162738114
BA721A,FIRST,0.000258908,PASS,-3.586854530089741
BA721B,FIRST,0.000227161,PASS,-3.6436662281487915
BA721C,FIRST,0.000173193,PASS,-3.7614696649907744
BA77A,FIRST,2.44e-08,PASS,-7.61261017366127
BA77B,FIRST,1.06e-05,PASS,-4.97469413473523
BA77C,FIRST,1.53e-08,PASS,-7.815308569182402
BASC1C,FIRST,2.39e-10,PASS,-9.621602099051863
B-FS25063001,FIRST,0.000113288,PASS,-3.945816090222995
B-FS25071001,FIRST,0.000110555,PASS,-3.956421611083414
B-FS25071402,FIRST,7.31e-05,PASS,-4.13608262304214
B-FS25072101,FIRST,0.00013166,PASS,-3.88054614924394
B-FS25072303,FIRST,5.95e-05,PASS,-4.22548303427145
B-FS25072501,FIRST,0.000248563,PASS,-3.604563518058589
B-FS25072801,FIRST,0.000104993,PASS,-3.9788396548606637
B-FS25072901,FIRST,8.14e-05,PASS,-4.089375595110798
B-FS25073001,FIRST,0.00014193,PASS,-3.847925797231772
B-FS25080401,FIRST,4.97e-05,PASS,-4.303643611266668
C15,FIRST,0.000471128,PASS,-3.326861084078189
C150C,FIRST,0.000126616,PASS,-3.89751141064844
C153C,FIRST,0.000170559,PASS,-3.768125358946645
C15C,FIRST,8.88e-05,PASS,-4.051587034221399
C20C,FIRST,0.000462456,PASS,-3.334929581554631
C21C,FIRST,0.000803469,PASS,-3.0950308748292708
C227C,FIRST,7.97e-05,PASS,-4.098541678603888
C25C,FIRST,0.000158852,PASS,-3.79900731288911
C26C,FIRST,0.000146204,PASS,-3.8350407453387354
C272C,FIRST,0.000159703,PASS,-3.7966869256197615
C275C,FIRST,0.000103801,PASS,-3.9837984625531684
C276C,FIRST,0.000200612,PASS,-3.6976430923629056
C277C,FIRST,0.000114845,PASS,-3.939887907910648
C278C,FIRST,0.000472634,PASS,-3.325475039620157
C281C,FIRST,6.59e-05,PASS,-4.18111458540599
C29C,FIRST,0.000495778,PASS,-3.3047127488279537
C312C,FIRST,0.000153498,PASS,-3.8138972787836836
C313C,FIRST,7.92e-05,PASS,-4.101274818410507
C316C,FIRST,0.0362631,FAIL,-1.4405350724041457
C31C,FIRST,0.00198201,PASS,-2.702894158663123
C322C,FIRST,0.00041742,PASS,-3.3794267462587064
C330C,FIRST,6.84e-05,PASS,-4.164943898279883
C335C,FIRST,8.96e-05,PASS,-4.047691990337875
C337C,FIRST,9.4e-05,PASS,-4.026872146400302
C338C,FIRST,2.51e-05,PASS,-4.600326278518962
C340C,FIRST,0.000607257,PASS,-3.2166274702752378
C36C,FIRST,0.000158265,PASS,-3.800615117907714
C38C,FIRST,0.000464511,PASS,-3.333003997100402
C39C,FIRST,0.000123795,PASS,-3.907296895834973
C41C,FIRST,0.000163085,PASS,-3.787585982042534
